,acc,loss,val_acc,val_loss
0,0.4981714316776821,0.6933131422315325,0.4974666674931844,0.6930806557337443
1,0.5084285727569036,0.6925431421824864,0.5113333284854888,0.6926041364669799
2,0.5107714303902218,0.6930255123547145,0.5020000000794729,0.6930769483248392
3,0.499628575359072,0.693141085760934,0.4981333335240682,0.6931540211041768
4,0.5103714261736189,0.6916467206818717,0.5157333334287008,0.6915489633878072
5,0.5368857136794499,0.6882897768701826,0.5270666579405466,0.6889666875203451
6,0.584514285836901,0.6703731911523002,0.6565333286921183,0.6428132096926371
7,0.6733142852783203,0.6198670421327863,0.70693332751592,0.5920398871103922
8,0.7338571395192828,0.5479463185582842,0.7341333309809367,0.5804860512415568
9,0.7387142845562527,0.5560409120150975,0.7354666709899902,0.5950861175855001
10,0.79417142697743,0.46403475999832156,0.7895999987920125,0.4686042606830597
11,0.8399714282580785,0.3760343228067671,0.7143999973932902,0.533824767669042
12,0.8593428594725473,0.34723899364471433,0.7378666718800863,0.5368735015392303
13,0.8484857116426741,0.3927906717572893,0.8249333381652832,0.4425958355267843
14,0.8506000007901873,0.3618027823311942,0.8390666643778483,0.37227296829223633
