,acc,loss,val_acc,val_loss
0,0.8428,0.3442689636571067,0.8845333333015442,0.27808196198145546
1,0.9158,0.2125658591917583,0.9055999999682108,0.24598039423624674
2,0.9405142857142857,0.15706101267422948,0.9041333333015442,0.2544454283793767
3,0.9610857142857143,0.10413996907749347,0.9027999999682108,0.28530393619537353
4,0.9744571428571429,0.06974350824930838,0.8993333333015442,0.3392995654185613
5,0.9815142857142857,0.0504195021578776,0.8983999999682108,0.38115986526260776
6,0.9851428571292332,0.04117073398857777,0.8969333333015442,0.44182385668506224
7,0.9878571428571429,0.031637491281427045,0.8915999999682108,0.4757356835881869
8,0.9872857142720903,0.034243266650249383,0.8914666666348775,0.5122442993104458
9,0.9905714285714285,0.024162572091220812,0.8916,0.5100612888514996
10,0.9901999999863761,0.026589483197745203,0.8872000000317891,0.5818127827435732
11,0.9905714285578047,0.024476011125454014,0.8941333333015442,0.5531899583476285
12,0.9924857142857143,0.02214347712803449,0.8870666666666667,0.6174023035883903
13,0.9913142857142857,0.024974697783210494,0.8796,0.6949558377106985
14,0.9943142857142857,0.017217581815388985,0.8943999999682108,0.6282114467702806
