,acc,loss,val_acc,val_loss
0,0.7026857142720904,0.5479212067740304,0.7938666666984558,0.42796371207237244
1,0.8452285714285714,0.35488875103678025,0.8298666666348775,0.3752435370763143
2,0.8956571428571428,0.25580962845768246,0.8434666666984558,0.3585744846343994
3,0.9350571428435189,0.1745922984617097,0.8417333333651225,0.38847648442586263
4,0.9593714285714285,0.11559036197236607,0.8345333333651225,0.4567622937679291
5,0.9778285714285714,0.06625804923049042,0.8399999999682108,0.5026190697669983
6,0.9850285714285715,0.044661297446489334,0.8383999999682109,0.5766496172587077
7,0.9878857142993382,0.036039721057457584,0.8389333333333333,0.6512610869725545
8,0.9887142857279096,0.032762483589989795,0.8364,0.7362206336021423
9,0.9867142857006618,0.0362530345636553,0.8230666666666666,0.7884293237050375
10,0.991,0.026363262975255826,0.8409333333015442,0.7984546916206677
11,0.9908857142720904,0.025925951367363864,0.8455999999682109,0.6647907648722331
12,0.9906285714285714,0.025981795229297132,0.8394666666507721,0.7685206228415171
13,0.9925428571428572,0.021440079390862957,0.8405333333333334,0.8434026659965516
14,0.9907142857142858,0.02445377751183031,0.8362666666348775,0.8636119254112243
