,acc,loss,val_acc,val_loss
0,0.6891999959945678,0.5814026653766632,0.8470666686693827,0.36026634375254313
1,0.8703428583485739,0.31072396465710234,0.8669333338737488,0.3145738899707794
2,0.8750571429729461,0.30345395356416704,0.8762666662534078,0.3004188636938731
3,0.9115714277539935,0.22820911897080284,0.8794666687647502,0.2815207819143931
4,0.9227999985218048,0.20223743064062935,0.8807999928792317,0.2925511846939723
5,0.9220285713672638,0.20416697966200964,0.8893333315849304,0.2931377092997233
6,0.9296857144151415,0.18980121027146066,0.8717333316802979,0.3519690752029419
7,0.9224571398326329,0.2029608893607344,0.8874666651089986,0.3305902689695358
8,0.9255428561142512,0.19258242600730488,0.8763999978701273,0.36791712045669556
9,0.9388000011444092,0.16275947125894683,0.8754666646321615,0.4094100256760915
10,0.9371142830167498,0.16632699945143292,0.8753333330154419,0.38383105595906575
11,0.9076285685811724,0.22405778648597854,0.8771999994913737,0.411877171198527
12,0.9391714266368321,0.16193013723407473,0.8553333322207133,0.38128896752993263
13,0.9390285704817091,0.15955462636692183,0.7639999985694885,0.5446833749612172
14,0.9207142855439867,0.20191551851374762,0.8704000035921733,0.3923868040243785
