,acc,loss,val_acc,val_loss
0,0.7413142857279096,0.6299180927004133,0.8184,0.5308427509307861
1,0.8500285714558192,0.4474819858755384,0.8597333333333333,0.39088937273025515
2,0.8838571428843907,0.34167472281455996,0.8832,0.32731020342508954
3,0.9004857143129621,0.28660181332996915,0.8886666666666667,0.2945914315859477
4,0.9110571428980146,0.252070334986278,0.8949333333333334,0.27641236470540365
5,0.9198857143265861,0.22679481549944197,0.8957333333333334,0.26904323409398395
6,0.9276857142584665,0.2067610627208437,0.9004,0.2575886142730713
7,0.9340285713876997,0.18991454293727875,0.9021333333333333,0.25604550959269207
8,0.9390571428980146,0.17570547153949737,0.9050666666666667,0.25297588329315185
9,0.9432571428980147,0.16337466193267278,0.9048,0.2525758497873942
10,0.9478857142584665,0.1515913352387292,0.9021333333333333,0.2536038647333781
11,0.951714285673414,0.14175569090502602,0.904,0.25543008562723796
12,0.9568285714558192,0.13184931086472101,0.9037333333333334,0.2589066349029541
13,0.9599142857142857,0.12331335566214152,0.9034666666666666,0.26311770655314126
14,0.9631714286123003,0.11521680259704589,0.9009333333651225,0.2726102880477905
