,acc,loss,val_acc,val_loss
0,0.8123142857279096,0.382864445740836,0.8761333333015442,0.29665318044026695
1,0.8957714285850525,0.2555716713326318,0.8816,0.2836515943527222
2,0.9165142857142857,0.2126341612986156,0.8906666666348775,0.27752401973406476
3,0.9324,0.175998322730405,0.8941333333015442,0.2725626230239868
4,0.9475428571292333,0.14084144320317676,0.8834666666348775,0.32595152467886607
5,0.9628285714421954,0.10610502770713398,0.8905333333015442,0.3194499476393064
6,0.9721714285714286,0.08393300565268312,0.8937333333015441,0.3212013194561005
7,0.9790857142857143,0.06429632426042642,0.8913333333015442,0.3582843470553557
8,0.9849142857279096,0.04762632293440402,0.8870666666348775,0.4169201866110166
9,0.9869142857279096,0.0398680520683527,0.8902666666348775,0.40180397837559384
10,0.9904857142720903,0.030662804207232382,0.8862666666348775,0.4348507600386938
11,0.9903999999863761,0.029107476100378803,0.8906666666348775,0.46838098335663475
12,0.9933428571428572,0.02261907256069992,0.8854666666348775,0.5179350344657898
13,0.9927142857142857,0.023314305927604438,0.8835999999682108,0.5154829676707585
14,0.9946857142720904,0.01828742080501813,0.8841333333015442,0.4955407712896665
