,acc,loss,val_acc,val_loss
0,0.8082571428571429,0.42075394961493356,0.8428,0.35567736454010007
1,0.8490857142857143,0.343793605361666,0.8017333333333333,0.4239135555903117
2,0.8668857142857143,0.3052354801791055,0.8565333333333334,0.3240160010019938
3,0.8795428571564811,0.2811415892635073,0.8779999999682109,0.29498010818163556
4,0.8885714285578047,0.26450468981266023,0.8795999999682108,0.28682163319587706
5,0.8967142857142857,0.24652660697187695,0.8773333333015442,0.28773884808222455
6,0.9031714285714286,0.23031750755650657,0.8810666666348775,0.2767757170518239
7,0.9107428571292332,0.2135238373858588,0.8787999999682109,0.2950209328333537
8,0.9193714285850525,0.19580505156857628,0.8785333333015442,0.30086499841213227
9,0.9291142857279097,0.1749429574063846,0.8850666666348775,0.2958119663476944
10,0.9373714285850525,0.15475475013000625,0.8822666666348775,0.3285798076351484
11,0.9494285714421954,0.13084655935338566,0.8807999999682109,0.34921636610825857
12,0.9570857142857143,0.11206971959642001,0.8789333333015442,0.40530972848733265
13,0.9647142857142857,0.09477684029511042,0.8785333333015442,0.38227859633763633
14,0.9738,0.07321260601154396,0.8753333333015442,0.44954424477418264
