,acc,loss,val_acc,val_loss
0,0.49848571930612834,0.6934202551841736,0.5019999980926514,0.6931399544080098
1,0.518885714667184,0.6926687683377947,0.5212000032265981,0.6890717665354411
2,0.6106571461473193,0.661329802445003,0.6885333299636841,0.6234508633613587
3,0.7299428531101771,0.5565215817519596,0.7705333272616068,0.4863144854704539
4,0.8002000042370387,0.4413815634591239,0.806000006198883,0.4394877294699351
5,0.8367142796516418,0.3763788776738303,0.8260000069936116,0.398948073387146
6,0.8614571452140808,0.3268057644367218,0.82199999888738,0.4073221743106842
7,0.8859142865453448,0.2793029397726059,0.8421333352724711,0.370096888144811
8,0.899171427318028,0.24931743826184954,0.7742666681607564,0.532758218050003
9,0.9075714315686907,0.232641225201743,0.7646666646003724,0.6645099997520447
10,0.908199998310634,0.22519963000501905,0.8446666677792867,0.3926095982392629
11,0.8984857201576233,0.2458378859928676,0.8475999951362609,0.3700944284598033
12,0.9428000007356916,0.1539135381579399,0.8446666677792867,0.42558003664016725
13,0.9487142835344587,0.13881539744990212,0.8450666666030884,0.4204426109790802
14,0.914228572164263,0.21144008146865026,0.8391999959945678,0.42205867966016136
