,acc,loss,val_acc,val_loss
0,0.7154857142857143,0.5292736351285662,0.7881333333651225,0.43181724837621055
1,0.8504857142993382,0.3437414045946939,0.8468,0.3440356309890747
2,0.895742857156481,0.2546433679648808,0.8578666666666667,0.32451508391698203
3,0.9306285714421954,0.18191724018028804,0.8604,0.337892938820521
4,0.9531142857142857,0.13212276631806577,0.8593333333333333,0.3876032262245814
5,0.9700857142857143,0.08806901011892727,0.8528,0.43183412175973257
6,0.980257142843519,0.059106503743146147,0.8521333333015442,0.49479619365533195
7,0.9834571428571428,0.04814599464503782,0.8479999999682108,0.5968791935125987
8,0.9853142857006618,0.0405240737932069,0.8490666666666666,0.6096161067326864
9,0.9861428571428571,0.03802296302707068,0.8521333333333333,0.6094636959185203
10,0.9879714285714286,0.03532106975463352,0.8512000000317892,0.6393559535125891
11,0.9911142857142857,0.025431654225782092,0.8501333333651224,0.6383789230585099
12,0.9894857142857143,0.028780268501403874,0.8475999999682109,0.7354307468454043
13,0.9906,0.026235817788993674,0.8462666666348775,0.7888023089667161
14,0.9908571428571429,0.0256718834156237,0.8522666666984559,0.7838811198035875
